🧎‍♂️‍➡️	man kneeling facing right	man,kneeling,right,direction,prayer,bow,male								🧎🏻‍♂️‍➡️	🧎🏼‍♂️‍➡️	🧎🏽‍♂️‍➡️	🧎🏾‍♂️‍➡️	🧎🏿‍♂️‍➡️
🧑‍🦯	person with white cane	person,white cane,blind,visually impaired,guide,accessibility								🧑🏻‍🦯	🧑🏼‍🦯	🧑🏽‍🦯	🧑🏾‍🦯	🧑🏿‍🦯
🧑‍🦯‍➡️	person with white cane facing right	person,white cane,right,blind,visually impaired,guide,accessibility								🧑🏻‍🦯‍➡️	🧑🏼‍🦯‍➡️	🧑🏽‍🦯‍➡️	🧑🏾‍🦯‍➡️	🧑🏿‍🦯‍➡️
👨‍🦯	man with white cane	man,white cane,blind,visually impaired,guide,accessibility,male								👨🏻‍🦯	👨🏼‍🦯	👨🏽‍🦯	👨🏾‍🦯	👨🏿‍🦯
👨‍🦯‍➡️	man with white cane facing right	man,white cane,right,blind,visually impaired,guide,accessibility,male								👨🏻‍🦯‍➡️	👨🏼‍🦯‍➡️	👨🏽‍🦯‍➡️	👨🏾‍🦯‍➡️	👨🏿‍🦯‍➡️
👩‍🦯	woman with white cane	woman,white cane,blind,visually impaired,guide,accessibility,female								👩🏻‍🦯	👩🏼‍🦯	👩🏽‍🦯	👩🏾‍🦯	👩🏿‍🦯
👩‍🦯‍➡️	woman with white cane facing right	woman,white cane,right,blind,visually impaired,guide,accessibility,female								👩🏻‍🦯‍➡️	👩🏼‍🦯‍➡️	👩🏽‍🦯‍➡️	👩🏾‍🦯‍➡️	👩🏿‍🦯‍➡️
🧑‍🦼	person in motorized wheelchair	person,motorized wheelchair,disabled,mobility,accessible								🧑🏻‍🦼	🧑🏼‍🦼	🧑🏽‍🦼	🧑🏾‍🦼	🧑🏿‍🦼
🧑‍🦼‍➡️	person in motorized wheelchair facing right	person,motorized wheelchair,right,disabled,mobility,accessible								🧑🏻‍🦼‍➡️	🧑🏼‍🦼‍➡️	🧑🏽‍🦼‍➡️	🧑🏾‍🦼‍➡️	🧑🏿‍🦼‍➡️
👨‍🦼	man in motorized wheelchair	man,motorized wheelchair,disabled,mobility,accessible,male								👨🏻‍🦼	👨🏼‍🦼	👨🏽‍🦼	👨🏾‍🦼	👨🏿‍🦼
👨‍🦼‍➡️	man in motorized wheelchair facing right	man,motorized wheelchair,right,disabled,mobility,accessible,male								👨🏻‍🦼‍➡️	👨🏼‍🦼‍➡️	👨🏽‍🦼‍➡️	👨🏾‍🦼‍➡️	👨🏿‍🦼‍➡️
👩‍🦼	woman in motorized wheelchair	woman,motorized wheelchair,disabled,mobility,accessible,female								👩🏻‍🦼	👩🏼‍🦼	👩🏽‍🦼	👩🏾‍🦼	👩🏿‍🦼
👩‍🦼‍➡️	woman in motorized wheelchair facing right	woman,motorized wheelchair,right,disabled,mobility,accessible,female								👩🏻‍🦼‍➡️	👩🏼‍🦼‍➡️	👩🏽‍🦼‍➡️	👩🏾‍🦼‍➡️	👩🏿‍🦼‍➡️
🧑‍🦽	person in manual wheelchair	person,manual wheelchair,disabled,mobility,accessible								🧑🏻‍🦽	🧑🏼‍🦽	🧑🏽‍🦽	🧑🏾‍🦽	🧑🏿‍🦽
🧑‍🦽‍➡️	person in manual wheelchair facing right	person,manual wheelchair,right,disabled,mobility,accessible								🧑🏻‍🦽‍➡️	🧑🏼‍🦽‍➡️	🧑🏽‍🦽‍➡️	🧑🏾‍🦽‍➡️	🧑🏿‍🦽‍➡️
👨‍🦽	man in manual wheelchair	man,manual wheelchair,disabled,mobility,accessible,male								👨🏻‍🦽	👨🏼‍🦽	👨🏽‍🦽	👨🏾‍🦽	👨🏿‍🦽
👨‍🦽‍➡️	man in manual wheelchair facing right	man,manual wheelchair,right,disabled,mobility,accessible,male								👨🏻‍🦽‍➡️	👨🏼‍🦽‍➡️	👨🏽‍🦽‍➡️	👨🏾‍🦽‍➡️	👨🏿‍🦽‍➡️
👩‍🦽	woman in manual wheelchair	woman,manual wheelchair,disabled,mobility,accessible,female								👩🏻‍🦽	👩🏼‍🦽	👩🏽‍🦽	👩🏾‍🦽	👩🏿‍🦽
👩‍🦽‍➡️	woman in manual wheelchair facing right	woman,manual wheelchair,right,disabled,mobility,accessible,female								👩🏻‍🦽‍➡️	👩🏼‍🦽‍➡️	👩🏽‍🦽‍➡️	👩🏾‍🦽‍➡️	👩🏿‍🦽‍➡️
🏃	person running	person,running,jog,sprint,athlete,exercise								🏃🏻	🏃🏼	🏃🏽	🏃🏾	🏃🏿
🏃‍♂️	man running	man,running,jog,sprint,athlete,exercise,male								🏃🏻‍♂️	🏃🏼‍♂️	🏃🏽‍♂️	🏃🏾‍♂️	🏃🏿‍♂️
🏃‍♀️	woman running	woman,running,jog,sprint,athlete,exercise,female								🏃🏻‍♀️	🏃🏼‍♀️	🏃🏽‍♀️	🏃🏾‍♀️	🏃🏿‍♀️
🏃‍➡️	person running facing right	person,running,right,direction,speed,exercise								🏃🏻‍➡️	🏃🏼‍➡️	🏃🏽‍➡️	🏃🏾‍➡️	🏃🏿‍➡️
🏃‍♀️‍➡️	woman running facing right	woman,running,right,direction,speed,exercise,female								🏃🏻‍♀️‍➡️	🏃🏼‍♀️‍➡️	🏃🏽‍♀️‍➡️	🏃🏾‍♀️‍➡️	🏃🏿‍♀️‍➡️
🏃‍♂️‍➡️	man running facing right	man,running,right,direction,speed,exercise,male								🏃🏻‍♂️‍➡️	🏃🏼‍♂️‍➡️	🏃🏽‍♂️‍➡️	🏃🏾‍♂️‍➡️	🏃🏿‍♂️‍➡️
💃	woman dancing	woman,dancing,dancer,party,fun,groove,female								💃🏻	💃🏼	💃🏽	💃🏾	💃🏿
🕺	man dancing	man,dancing,dancer,party,fun,groove,male								🕺🏻	🕺🏼	🕺🏽	🕺🏾	🕺🏿
🕴️	person in suit levitating	person,suit,levitating,floating,magic,mystery,business								🕴🏻	🕴🏼	🕴🏽	🕴🏾	🕴🏿
👯	people with bunny ears	people,bunny ears,bunnies,party,playboy,costume,girls
👯‍♂️	men with bunny ears	men,bunny ears,bunnies,party,playboy,costume,male
👯‍♀️	women with bunny ears	women,bunny ears,bunnies,party,playboy,costume,female
🧖	person in steamy room	person,steamy room,sauna,steam bath,relax,spa								🧖🏻	🧖🏼	🧖🏽	🧖🏾	🧖🏿
🧖‍♂️	man in steamy room	man,steamy room,sauna,steam bath,relax,spa,male								🧖🏻‍♂️	🧖🏼‍♂️	🧖🏽‍♂️	🧖🏾‍♂️	🧖🏿‍♂️
🧖‍♀️	woman in steamy room	woman,steamy room,sauna,steam bath,relax,spa,female								🧖🏻‍♀️	🧖🏼‍♀️	🧖🏽‍♀️	🧖🏾‍♀️	🧖🏿‍♀️
🧗	person climbing	person,climbing,rock climbing,mountain,sport,adventure								🧗🏻	🧗🏼	🧗🏽	🧗🏾	🧗🏿
🧗‍♂️	man climbing	man,climbing,rock climbing,mountain,sport,adventure,male								🧗🏻‍♂️	🧗🏼‍♂️	🧗🏽‍♂️	🧗🏾‍♂️	🧗🏿‍♂️
🧗‍♀️	woman climbing	woman,climbing,rock climbing,mountain,sport,adventure,female								🧗🏻‍♀️	🧗🏼‍♀️	🧗🏽‍♀️	🧗🏾‍♀️	🧗🏿‍♀️
🤺	person fencing	person,fencing,sword,sport,duel,olympics
🏇	horse racing	horse racing,horse,race,sport,equestrian,jockey								🏇🏻	🏇🏼	🏇🏽	🏇🏾	🏇🏿
⛷️	skier	skier,skiing,snow,winter,sport,slopes
🏂	snowboarder	snowboarder,snowboarding,snow,winter,sport,slopes								🏂🏻	🏂🏼	🏂🏽	🏂🏾	🏂🏿
🏌️	person golfing	person,golfing,golf,sport,club,course								🏌🏻	🏌🏼	🏌🏽	🏌🏾	🏌🏿
🏌️‍♂️	man golfing	man,golfing,golf,sport,club,course,male								🏌🏻‍♂️	🏌🏼‍♂️	🏌🏽‍♂️	🏌🏾‍♂️	🏌🏿‍♂️
🏌️‍♀️	woman golfing	woman,golfing,golf,sport,club,course,female								🏌🏻‍♀️	🏌🏼‍♀️	🏌🏽‍♀️	🏌🏾‍♀️	🏌🏿‍♀️
🏄	person surfing	person,surfing,surfboard,wave,ocean,beach,sport								🏄🏻	🏄🏼	🏄🏽	🏄🏾	🏄🏿
🏄‍♂️	man surfing	man,surfing,surfboard,wave,ocean,beach,sport,male								🏄🏻‍♂️	🏄🏼‍♂️	🏄🏽‍♂️	🏄🏾‍♂️	🏄🏿‍♂️
🏄‍♀️	woman surfing	woman,surfing,surfboard,wave,ocean,beach,sport,female								🏄🏻‍♀️	🏄🏼‍♀️	🏄🏽‍♀️	🏄🏾‍♀️	🏄🏿‍♀️
🚣	person rowing boat	person,rowing,boat,oars,water,sport								🚣🏻	🚣🏼	🚣🏽	🚣🏾	🚣🏿
🚣‍♂️	man rowing boat	man,rowing,boat,oars,water,sport,male								🚣🏻‍♂️	🚣🏼‍♂️	🚣🏽‍♂️	🚣🏾‍♂️	🚣🏿‍♂️
🚣‍♀️	woman rowing boat	woman,rowing,boat,oars,water,sport,female								🚣🏻‍♀️	🚣🏼‍♀️	🚣🏽‍♀️	🚣🏾‍♀️	🚣🏿‍♀️
🏊	person swimming	person,swimming,swim,pool,water,sport								🏊🏻	🏊🏼	🏊🏽	🏊🏾	🏊🏿
🏊‍♂️	man swimming	man,swimming,swim,pool,water,sport,male								🏊🏻‍♂️	🏊🏼‍♂️	🏊🏽‍♂️	🏊🏾‍♂️	🏊🏿‍♂️
🏊‍♀️	woman swimming	woman,swimming,swim,pool,water,sport,female								🏊🏻‍♀️	🏊🏼‍♀️	🏊🏽‍♀️	🏊🏾‍♀️	🏊🏿‍♀️
⛹️	person bouncing ball	person,bouncing ball,basketball,sport,dribble,athlete								⛹🏻	⛹🏼	⛹🏽	⛹🏾	⛹🏿
⛹️‍♂️	man bouncing ball	man,bouncing ball,basketball,sport,dribble,athlete,male								⛹🏻‍♂️	⛹🏼‍♂️	⛹🏽‍♂️	⛹🏾‍♂️	⛹🏿‍♂️
⛹️‍♀️	woman bouncing ball	woman,bouncing ball,basketball,sport,dribble,athlete,female								⛹🏻‍♀️	⛹🏼‍♀️	⛹🏽‍♀️	⛹🏾‍♀️	⛹🏿‍♀️
🏋️	person lifting weights	person,lifting weights,weightlifting,strong,exercise,gym,sport								🏋🏻	🏋🏼	🏋🏽	🏋🏾	🏋🏿
🏋️‍♂️	man lifting weights	man,lifting weights,weightlifting,strong,exercise,gym,sport,male								🏋🏻‍♂️	🏋🏼‍♂️	🏋🏽‍♂️	🏋🏾‍♂️	🏋🏿‍♂️
🏋️‍♀️	woman lifting weights	woman,lifting weights,weightlifting,strong,exercise,gym,sport,female								🏋🏻‍♀️	🏋🏼‍♀️	🏋🏽‍♀️	🏋🏾‍♀️	🏋🏿‍♀️
🚴	person biking	person,biking,cycling,bicycle,bike,sport,ride								🚴🏻	🚴🏼	🚴🏽	🚴🏾	🚴🏿
🚴‍♂️	man biking	man,biking,cycling,bicycle,bike,sport,ride,male								🚴🏻‍♂️	🚴🏼‍♂️	🚴🏽‍♂️	🚴🏾‍♂️	🚴🏿‍♂️
🚴‍♀️	woman biking	woman,biking,cycling,bicycle,bike,sport,ride,female								🚴🏻‍♀️	🚴🏼‍♀️	🚴🏽‍♀️	🚴🏾‍♀️	🚴🏿‍♀️
🚵	person mountain biking	person,mountain biking,bike,off-road,sport,adventure								🚵🏻	🚵🏼	🚵🏽	🚵🏾	🚵🏿
🚵‍♂️	man mountain biking	man,mountain biking,bike,off-road,sport,adventure,male								🚵🏻‍♂️	🚵🏼‍♂️	🚵🏽‍♂️	🚵🏾‍♂️	🚵🏿‍♂️
🚵‍♀️	woman mountain biking	woman,mountain biking,bike,off-road,sport,adventure,female								🚵🏻‍♀️	🚵🏼‍♀️	🚵🏽‍♀️	🚵🏾‍♀️	🚵🏿‍♀️
🤸	person cartwheeling	person,cartwheeling,gymnastics,acrobatics,flips,sport								🤸🏻	🤸🏼	🤸🏽	🤸🏾	🤸🏿
🤸‍♂️	man cartwheeling	man,cartwheeling,gymnastics,acrobatics,flips,sport,male								🤸🏻‍♂️	🤸🏼‍♂️	🤸🏽‍♂️	🤸🏾‍♂️	🤸🏿‍♂️
🤸‍♀️	woman cartwheeling	woman,cartwheeling,gymnastics,acrobatics,flips,sport,female								🤸🏻‍♀️	🤸🏼‍♀️	🤸🏽‍♀️	🤸🏾‍♀️	🤸🏿‍♀️
🤼	people wrestling	people,wrestling,grapple,fight,sport,combat
🤼‍♂️	men wrestling	men,wrestling,grapple,fight,sport,combat,male
🤼‍♀️	women wrestling	women,wrestling,grapple,fight,sport,combat,female
🤽	person playing water polo	person,water polo,water,ball,sport,swim								🤽🏻	🤽🏼	🤽🏽	🤽🏾	🤽🏿
🤽‍♂️	man playing water polo	man,water polo,water,ball,sport,swim,male								🤽🏻‍♂️	🤽🏼‍♂️	🤽🏽‍♂️	🤽🏾‍♂️	🤽🏿‍♂️
🤽‍♀️	woman playing water polo	woman,water polo,water,ball,sport,swim,female								🤽🏻‍♀️	🤽🏼‍♀️	🤽🏽‍♀️	🤽🏾‍♀️	🤽🏿‍♀️
🤾	person playing handball	person,handball,ball,sport,throw,team								🤾🏻	🤾🏼	🤾🏽	🤾🏾	🤾🏿
🤾‍♂️	man playing handball	man,handball,ball,sport,throw,team,male								🤾🏻‍♂️	🤾🏼‍♂️	🤾🏽‍♂️	🤾🏾‍♂️	🤾🏿‍♂️
🤾‍♀️	woman playing handball	woman,handball,ball,sport,throw,team,female								🤾🏻‍♀️	🤾🏼‍♀️	🤾🏽‍♀️	🤾🏾‍♀️	🤾🏿‍♀️
🤹	person juggling	person,juggling,balls,circus,skill,entertain								🤹🏻	🤹🏼	🤹🏽	🤹🏾	🤹🏿
🤹‍♂️	man juggling	man,juggling,balls,circus,skill,entertain,male								🤹🏻‍♂️	🤹🏼‍♂️	🤹🏽‍♂️	🤹🏾‍♂️	🤹🏿‍♂️
🤹‍♀️	woman juggling	woman,juggling,balls,circus,skill,entertain,female								🤹🏻‍♀️	🤹🏼‍♀️	🤹🏽‍♀️	🤹🏾‍♀️	🤹🏿‍♀️
🧘	person in lotus position	person,lotus position,yoga,meditation,zen,peace,spiritual								🧘🏻	🧘🏼	🧘🏽	🧘🏾	🧘🏿
🧘‍♂️	man in lotus position	man,lotus position,yoga,meditation,zen,peace,spiritual,male								🧘🏻‍♂️	🧘🏼‍♂️	🧘🏽‍♂️	🧘🏾‍♂️	🧘🏿‍♂️
🧘‍♀️	woman in lotus position	woman,lotus position,yoga,meditation,zen,peace,spiritual,female								🧘🏻‍♀️	🧘🏼‍♀️	🧘🏽‍♀️	🧘🏾‍♀️	🧘🏿‍♀️
🛀	person taking bath	person,bath,bathing,relax,water,clean								🛀🏻	🛀🏼	🛀🏽	🛀🏾	🛀🏿
🛌	person in bed	person,bed,sleep,rest,night,bedroom								🛌🏻	🛌🏼	🛌🏽	🛌🏾	🛌🏿
🧑‍🤝‍🧑	people holding hands	people,holding hands,friends,couple,together,unity								🧑🏻‍🤝‍🧑🏻, 🧑🏻‍🤝‍🧑🏼, 🧑🏻‍🤝‍🧑🏽, 🧑🏻‍🤝‍🧑🏾, 🧑🏻‍🤝‍🧑🏿, 🧑🏼‍🤝‍🧑🏻, 🧑🏽‍🤝‍🧑🏻, 🧑🏾‍🤝‍🧑🏻, 🧑🏿‍🤝‍🧑🏻	🧑🏻‍🤝‍🧑🏼, 🧑🏼‍🤝‍🧑🏻, 🧑🏼‍🤝‍🧑🏼, 🧑🏼‍🤝‍🧑🏽, 🧑🏼‍🤝‍🧑🏾, 🧑🏼‍🤝‍🧑🏿, 🧑🏽‍🤝‍🧑🏼, 🧑🏾‍🤝‍🧑🏼, 🧑🏿‍🤝‍🧑🏼	🧑🏻‍🤝‍🧑🏽, 🧑🏼‍🤝‍🧑🏽, 🧑🏽‍🤝‍🧑🏻, 🧑🏽‍🤝‍🧑🏼, 🧑🏽‍🤝‍🧑🏽, 🧑🏽‍🤝‍🧑🏾, 🧑🏽‍🤝‍🧑🏿, 🧑🏾‍🤝‍🧑🏽, 🧑🏿‍🤝‍🧑🏽	🧑🏻‍🤝‍🧑🏾, 🧑🏼‍🤝‍🧑🏾, 🧑🏽‍🤝‍🧑🏾, 🧑🏾‍🤝‍🧑🏻, 🧑🏾‍🤝‍🧑🏼, 🧑🏾‍🤝‍🧑🏽, 🧑🏾‍🤝‍🧑🏾, 🧑🏾‍🤝‍🧑🏿, 🧑🏿‍🤝‍🧑🏾	🧑🏻‍🤝‍🧑🏿, 🧑🏼‍🤝‍🧑🏿, 🧑🏽‍🤝‍🧑🏿, 🧑🏾‍🤝‍🧑🏿, 🧑🏿‍🤝‍🧑🏻, 🧑🏿‍🤝‍🧑🏼, 🧑🏿‍🤝‍🧑🏽, 🧑🏿‍🤝‍🧑🏾, 🧑🏿‍🤝‍🧑🏿
👭	women holding hands	women,holding hands,friends,couple,together,female								👭🏻, 👩🏻‍🤝‍👩🏼, 👩🏻‍🤝‍👩🏽, 👩🏻‍🤝‍👩🏾, 👩🏻‍🤝‍👩🏿, 👩🏼‍🤝‍👩🏻, 👩🏽‍🤝‍👩🏻, 👩🏾‍🤝‍👩🏻, 👩🏿‍🤝‍👩🏻	👩🏻‍🤝‍👩🏼, 👩🏼‍🤝‍👩🏻, 👭🏼, 👩🏼‍🤝‍👩🏽, 👩🏼‍🤝‍👩🏾, 👩🏼‍🤝‍👩🏿, 👩🏽‍🤝‍👩🏼, 👩🏾‍🤝‍👩🏼, 👩🏿‍🤝‍👩🏼	👩🏻‍🤝‍👩🏽, 👩🏼‍🤝‍👩🏽, 👩🏽‍🤝‍👩🏻, 👩🏽‍🤝‍👩🏼, 👭🏽, 👩🏽‍🤝‍👩🏾, 👩🏽‍🤝‍👩🏿, 👩🏾‍🤝‍👩🏽, 👩🏿‍🤝‍👩🏽	👩🏻‍🤝‍👩🏾, 👩🏼‍🤝‍👩🏾, 👩🏽‍🤝‍👩🏾, 👩🏾‍🤝‍👩🏻, 👩🏾‍🤝‍👩🏼, 👩🏾‍🤝‍👩🏽, 👭🏾, 👩🏾‍🤝‍👩🏿, 👩🏿‍🤝‍👩🏾	👩🏻‍🤝‍👩🏿, 👩🏼‍🤝‍👩🏿, 👩🏽‍🤝‍👩🏿, 👩🏾‍🤝‍👩🏿, 👩🏿‍🤝‍👩🏻, 👩🏿‍🤝‍👩🏼, 👩🏿‍🤝‍👩🏽, 👩🏿‍🤝‍👩🏾, 👭🏿
👫	woman and man holding hands	woman,man,holding hands,couple,love,together								👫🏻, 👩🏻‍🤝‍👨🏼, 👩🏻‍🤝‍👨🏽, 👩🏻‍🤝‍👨🏾, 👩🏻‍🤝‍👨🏿, 👩🏼‍🤝‍👨🏻, 👩🏽‍🤝‍👨🏻, 👩🏾‍🤝‍👨🏻, 👩🏿‍🤝‍👨🏻	👩🏻‍🤝‍👨🏼, 👩🏼‍🤝‍👨🏻, 👫🏼, 👩🏼‍🤝‍👨🏽, 👩🏼‍🤝‍👨🏾, 👩🏼‍🤝‍👨🏿, 👩🏽‍🤝‍👨🏼, 👩🏾‍🤝‍👨🏼, 👩🏿‍🤝‍👨🏼	👩🏻‍🤝‍👨🏽, 👩🏼‍🤝‍👨🏽, 👩🏽‍🤝‍👨🏻, 👩🏽‍🤝‍👨🏼, 👫🏽, 👩🏽‍🤝‍👨🏾, 👩🏽‍🤝‍👨🏿, 👩🏾‍🤝‍👨🏽, 👩🏿‍🤝‍👨🏽	👩🏻‍🤝‍👨🏾, 👩🏼‍🤝‍👨🏾, 👩🏽‍🤝‍👨🏾, 👩🏾‍🤝‍👨🏻, 👩🏾‍🤝‍👨🏼, 👩🏾‍🤝‍👨🏽, 👫🏾, 👩🏾‍🤝‍👨🏿, 👩🏿‍🤝‍👨🏾	👩🏻‍🤝‍👨🏿, 👩🏼‍🤝‍👨🏿, 👩🏽‍🤝‍👨🏿, 👩🏾‍🤝‍👨🏿, 👩🏿‍🤝‍👨🏻, 👩🏿‍🤝‍👨🏼, 👩🏿‍🤝‍👨🏽, 👩🏿‍🤝‍👨🏾, 👫🏿
👬	men holding hands	men,holding hands,friends,couple,together,male								👬🏻, 👨🏻‍🤝‍👨🏼, 👨🏻‍🤝‍👨🏽, 👨🏻‍🤝‍👨🏾, 👨🏻‍🤝‍👨🏿, 👨🏼‍🤝‍👨🏻, 👨🏽‍🤝‍👨🏻, 👨🏾‍🤝‍👨🏻, 👨🏿‍🤝‍👨🏻	👨🏻‍🤝‍👨🏼, 👨🏼‍🤝‍👨🏻, 👬🏼, 👨🏼‍🤝‍👨🏽, 👨🏼‍🤝‍👨🏾, 👨🏼‍🤝‍👨🏿, 👨🏽‍🤝‍👨🏼, 👨🏾‍🤝‍👨🏼, 👨🏿‍🤝‍👨🏼	👨🏻‍🤝‍👨🏽, 👨🏼‍🤝‍👨🏽, 👨🏽‍🤝‍👨🏻, 👨🏽‍🤝‍👨🏼, 👬🏽, 👨🏽‍🤝‍👨🏾, 👨🏽‍🤝‍👨🏿, 👨🏾‍🤝‍👨🏽, 👨🏿‍🤝‍👨🏽	👨🏻‍🤝‍👨🏾, 👨🏼‍🤝‍👨🏾, 👨🏽‍🤝‍👨🏾, 👨🏾‍🤝‍👨🏻, 👨🏾‍🤝‍👨🏼, 👨🏾‍🤝‍👨🏽, 👬🏾, 👨🏾‍🤝‍👨🏿, 👨🏿‍🤝‍👨🏾	👨🏻‍🤝‍👨🏿, 👨🏼‍🤝‍👨🏿, 👨🏽‍🤝‍👨🏿, 👨🏾‍🤝‍👨🏿, 👨🏿‍🤝‍👨🏻, 👨🏿‍🤝‍👨🏼, 👨🏿‍🤝‍👨🏽, 👨🏿‍🤝‍👨🏾, 👬🏿
💏	kiss	kiss,couple,love,romance,lips,affection								💏🏻, 🧑🏻‍❤️‍💋‍🧑🏼, 🧑🏻‍❤️‍💋‍🧑🏽, 🧑🏻‍❤️‍💋‍🧑🏾, 🧑🏻‍❤️‍💋‍🧑🏿, 🧑🏼‍❤️‍💋‍🧑🏻, 🧑🏽‍❤️‍💋‍🧑🏻, 🧑🏾‍❤️‍💋‍🧑🏻, 🧑🏿‍❤️‍💋‍🧑🏻	💏🏼, 🧑🏻‍❤️‍💋‍🧑🏼, 🧑🏼‍❤️‍💋‍🧑🏻, 🧑🏼‍❤️‍💋‍🧑🏽, 🧑🏼‍❤️‍💋‍🧑🏾, 🧑🏼‍❤️‍💋‍🧑🏿, 🧑🏽‍❤️‍💋‍🧑🏼, 🧑🏾‍❤️‍💋‍🧑🏼, 🧑🏿‍❤️‍💋‍🧑🏼	💏🏽, 🧑🏻‍❤️‍💋‍🧑🏽, 🧑🏼‍❤️‍💋‍🧑🏽, 🧑🏽‍❤️‍💋‍🧑🏻, 🧑🏽‍❤️‍💋‍🧑🏼, 🧑🏽‍❤️‍💋‍🧑🏾, 🧑🏽‍❤️‍💋‍🧑🏿, 🧑🏾‍❤️‍💋‍🧑🏽, 🧑🏿‍❤️‍💋‍🧑🏽	💏🏾, 🧑🏻‍❤️‍💋‍🧑🏾, 🧑🏼‍❤️‍💋‍🧑🏾, 🧑🏽‍❤️‍💋‍🧑🏾, 🧑🏾‍❤️‍💋‍🧑🏻, 🧑🏾‍❤️‍💋‍🧑🏼, 🧑🏾‍❤️‍💋‍🧑🏽, 🧑🏾‍❤️‍💋‍🧑🏿, 🧑🏿‍❤️‍💋‍🧑🏾	💏🏿, 🧑🏻‍❤️‍💋‍🧑🏿, 🧑🏼‍❤️‍💋‍🧑🏿, 🧑🏽‍❤️‍💋‍🧑🏿, 🧑🏾‍❤️‍💋‍🧑🏿, 🧑🏿‍❤️‍💋‍🧑🏻, 🧑🏿‍❤️‍💋‍🧑🏼, 🧑🏿‍❤️‍💋‍🧑🏽, 🧑🏿‍❤️‍💋‍🧑🏾
👩‍❤️‍💋‍👨	kiss: woman, man	kiss,woman,man,love,romance,couple,affection								👩🏻‍❤️‍💋‍👨🏻, 👩🏻‍❤️‍💋‍👨🏼, 👩🏻‍❤️‍💋‍👨🏽, 👩🏻‍❤️‍💋‍👨🏾, 👩🏻‍❤️‍💋‍👨🏿, 👩🏼‍❤️‍💋‍👨🏻, 👩🏽‍❤️‍💋‍👨🏻, 👩🏾‍❤️‍💋‍👨🏻, 👩🏿‍❤️‍💋‍👨🏻	👩🏻‍❤️‍💋‍👨🏼, 👩🏼‍❤️‍💋‍👨🏻, 👩🏼‍❤️‍💋‍👨🏼, 👩🏼‍❤️‍💋‍👨🏽, 👩🏼‍❤️‍💋‍👨🏾, 👩🏼‍❤️‍💋‍👨🏿, 👩🏽‍❤️‍💋‍👨🏼, 👩🏾‍❤️‍💋‍👨🏼, 👩🏿‍❤️‍💋‍👨🏼	👩🏻‍❤️‍💋‍👨🏽, 👩🏼‍❤️‍💋‍👨🏽, 👩🏽‍❤️‍💋‍👨🏻, 👩🏽‍❤️‍💋‍👨🏼, 👩🏽‍❤️‍💋‍👨🏽, 👩🏽‍❤️‍💋‍👨🏾, 👩🏽‍❤️‍💋‍👨🏿, 👩🏾‍❤️‍💋‍👨🏽, 👩🏿‍❤️‍💋‍👨🏽	👩🏻‍❤️‍💋‍👨🏾, 👩🏼‍❤️‍💋‍👨🏾, 👩🏽‍❤️‍💋‍👨🏾, 👩🏾‍❤️‍💋‍👨🏻, 👩🏾‍❤️‍💋‍👨🏼, 👩🏾‍❤️‍💋‍👨🏽, 👩🏾‍❤️‍💋‍👨🏾, 👩🏾‍❤️‍💋‍👨🏿, 👩🏿‍❤️‍💋‍👨🏾	👩🏻‍❤️‍💋‍👨🏿, 👩🏼‍❤️‍💋‍👨🏿, 👩🏽‍❤️‍💋‍👨🏿, 👩🏾‍❤️‍💋‍👨🏿, 👩🏿‍❤️‍💋‍👨🏻, 👩🏿‍❤️‍💋‍👨🏼, 👩🏿‍❤️‍💋‍👨🏽, 👩🏿‍❤️‍💋‍👨🏾, 👩🏿‍❤️‍💋‍👨🏿
