🍛	Food & Drink	food-asian	curry rice	curry rice,curry,rice,indian,japanese,spicy	
🍜	Food & Drink	food-asian	steaming bowl	steaming bowl,ramen,noodles,soup,hot,food	
🍝	Food & Drink	food-asian	spaghetti	spaghetti,pasta,italian,noodles,sauce,meal	
🍠	Food & Drink	food-asian	roasted sweet potato	roasted sweet potato,sweet potato,vegetable,roasted,food	
🍢	Food & Drink	food-asian	oden	oden,japanese,food,fish cake,broth,skewer	
🍣	Food & Drink	food-asian	sushi	sushi,japanese,raw fish,rice,nigiri,roll	
🍤	Food & Drink	food-asian	fried shrimp	fried shrimp,shrimp,prawn,seafood,fried,tempura	
🍥	Food & Drink	food-asian	fish cake with swirl	fish cake with swirl,narutomaki,japanese,ramen,pink,swirl	
🥮	Food & Drink	food-asian	moon cake	moon cake,chinese,festival,dessert,sweet,round	
🍡	Food & Drink	food-asian	dango	dango,japanese,mochi,skewer,sweet,rice cake	
🥟	Food & Drink	food-asian	dumpling	dumpling,potsticker,gyoza,food,chinese,steamed	
🥠	Food & Drink	food-asian	fortune cookie	fortune cookie,cookie,chinese,dessert,message,prediction	
🥡	Food & Drink	food-asian	takeout box	takeout box,chinese food,container,meal,box	
🍦	Food & Drink	food-sweet	soft ice cream	soft ice cream,ice cream,dessert,cone,sweet,cold	
🍧	Food & Drink	food-sweet	shaved ice	shaved ice,dessert,cold,syrup,fruit,snow cone	
🍨	Food & Drink	food-sweet	ice cream	ice cream,dessert,cold,sweet,scoop,dairy	
🍩	Food & Drink	food-sweet	doughnut	doughnut,donut,sweet,pastry,fried,ring	
🍪	Food & Drink	food-sweet	cookie	cookie,biscuit,sweet,baked,chocolate chip	
🎂	Food & Drink	food-sweet	birthday cake	birthday cake,cake,celebration,dessert,candles,party	
🍰	Food & Drink	food-sweet	shortcake	shortcake,cake,dessert,strawberry,sweet,layered	
🧁	Food & Drink	food-sweet	cupcake	cupcake,cake,dessert,small,frosting,sweet	
🥧	Food & Drink	food-sweet	pie	pie,dessert,fruit,baked,crust,sweet	
🍫	Food & Drink	food-sweet	chocolate bar	chocolate bar,chocolate,candy,sweet,dessert,bar	
🍬	Food & Drink	food-sweet	candy	candy,sweets,sugar,lolly,dessert	
🍭	Food & Drink	food-sweet	lollipop	lollipop,candy,sweet,stick,suck	
🍮	Food & Drink	food-sweet	custard	custard,dessert,pudding,sweet,creamy	
🍯	Food & Drink	food-sweet	honey pot	honey pot,honey,sweet,bee,jar,golden	
🍼	Food & Drink	drink	baby bottle	baby bottle,bottle,baby,milk,feeding,infant	
🥛	Food & Drink	drink	glass of milk	glass of milk,milk,dairy,drink,beverage,white	
☕	Food & Drink	drink	hot beverage	hot beverage,coffee,tea,drink,mug,warm	
🫖	Food & Drink	drink	teapot	teapot,tea,hot,drink,pot,brew	
🍵	Food & Drink	drink	teacup without handle	teacup without handle,tea,japanese,green tea,drink	
🍶	Food & Drink	drink	sake	sake,japanese,alcohol,rice wine,drink,bottle	
🍾	Food & Drink	drink	bottle with popping cork	bottle with popping cork,champagne,celebration,sparkling wine,pop,drink	
🍷	Food & Drink	drink	wine glass	wine glass,wine,drink,red wine,white wine,glass	
🍸	Food & Drink	drink	cocktail glass	cocktail glass,cocktail,drink,martini,alcohol,glass	
🍹	Food & Drink	drink	tropical drink	tropical drink,drink,cocktail,juice,exotic,summer	
🍺	Food & Drink	drink	beer mug	beer mug,beer,drink,alcohol,pint,cheers	
🍻	Food & Drink	drink	clinking beer mugs	clinking beer mugs,beer,cheers,celebration,drink,alcohol	
🥂	Food & Drink	drink	clinking glasses	clinking glasses,cheers,celebration,drink,toast,wine	
🥃	Food & Drink	drink	tumbler glass	tumbler glass,whiskey,bourbon,scotch,drink,alcohol	
🫗	Food & Drink	drink	pouring liquid	pouring liquid,pour,drink,water,juice,fill	
🥤	Food & Drink	drink	cup with straw	cup with straw,drink,soda,juice,iced,beverage	
🧋	Food & Drink	drink	bubble tea	bubble tea,boba,drink,tea,tapioca,sweet	
🧃	Food & Drink	drink	beverage box	beverage box,juice box,drink,juice,carton	
🧉	Food & Drink	drink	mate	mate,drink,tea,south america,yerba mate,calabash	
🧊	Food & Drink	drink	ice	ice,cold,frozen,water,cube,chill	
🥢	Food & Drink	dishware	chopsticks	chopsticks,eating,utensils,asian,food,sticks	
🍽️	Food & Drink	dishware	fork and knife with plate	fork and knife with plate,eating,dinner,meal,utensils,dining	
🍴	Food & Drink	dishware	fork and knife	fork and knife,utensils,eating,dinner,meal	
🥄	Food & Drink	dishware	spoon	spoon,utensil,eating,soup,cereal	
🔪	Food & Drink	dishware	kitchen knife	kitchen knife,knife,cut,chop,cooking,sharp	
🫙	Food & Drink	dishware	jar	jar,container,glass,food,storage,preserve	
🏺	Food & Drink	dishware	amphora	amphora,vase,ancient,pottery,container,greek	
🌍	Travel & Places	place-map	globe showing Europe-Africa	globe,europe,africa,world,earth,map	
🌎	Travel & Places	place-map	globe showing Americas	globe,americas,north america,south america,world,earth,map	
🌏	Travel & Places	place-map	globe showing Asia-Australia	globe,asia,australia,world,earth,map,oceania	
🌐	Travel & Places	place-map	globe with meridians	globe with meridians,world,earth,network,internet,global	
🗺️	Travel & Places	place-map	world map	world map,map,globe,earth,travel,atlas	
🗾	Travel & Places	place-map	map of Japan	map of japan,japan,country,asia,island	
🧭	Travel & Places	place-map	compass	compass,direction,navigate,north,south,east,west	
🏔️	Travel & Places	place-geographic	snow-capped mountain	snow-capped mountain,mountain,snow,peak,cold,nature	
⛰️	Travel & Places	place-geographic	mountain	mountain,peak,hill,nature,climb,landscape	
🌋	Travel & Places	place-geographic	volcano	volcano,mountain,lava,eruption,fire,danger	
🗻	Travel & Places	place-geographic	mount fuji	mount fuji,japan,mountain,volcano,iconic	
🏕️	Travel & Places	place-geographic	camping	camping,tent,outdoors,nature,forest,adventure	
🏖️	Travel & Places	place-geographic	beach with umbrella	beach with umbrella,beach,umbrella,sun,sea,sand,relax	
🏜️	Travel & Places	place-geographic	desert	desert,sand,dry,hot,arid,dunes	
🏝️	Travel & Places	place-geographic	desert island	desert island,island,tropical,beach,palm tree,isolated	
🏞️	Travel & Places	place-geographic	national park	national park,park,nature,conservation,landscape,wilderness	
🏟️	Travel & Places	place-building	stadium	stadium,sport,arena,football,concert,event	
🏛️	Travel & Places	place-building	classical building	classical building,greek,roman,architecture,temple,columns	
🏗️	Travel & Places	place-building	building construction	building construction,construction,building,work,site,crane	
🧱	Travel & Places	place-building	brick	brick,wall,building,construction,red,material	
🪨	Travel & Places	place-building	rock	rock,stone,boulder,nature,geology	
🪵	Travel & Places	place-building	wood	wood,log,tree,forest,timber,material	
🛖	Travel & Places	place-building	hut	hut,shelter,shack,small,cabin,primitive	
🏘️	Travel & Places	place-building	houses	houses,home,residential,neighborhood,buildings	
🏚️	Travel & Places	place-building	derelict house	derelict house,abandoned,house,ruins,old,broken	
🏠	Travel & Places	place-building	house	house,home,building,dwelling,roof,family	
🏡	Travel & Places	place-building	house with garden	house with garden,house,garden,home,green,yard	
🏢	Travel & Places	place-building	office building	office building,office,skyscraper,business,corporate	
🏣	Travel & Places	place-building	Japanese post office	japanese post office,post office,japan,mail,building	
🏤	Travel & Places	place-building	post office	post office,mail,post,building,stamp	
🏥	Travel & Places	place-building	hospital	hospital,medical,doctor,nurse,health,building	
🏦	Travel & Places	place-building	bank	bank,money,finance,building,cash,investment	
🏨	Travel & Places	place-building	hotel	hotel,lodging,accommodation,travel,stay,building	
🏩	Travel & Places	place-building	love hotel	love hotel,hotel,romance,asia,privacy,short stay	
🏪	Travel & Places	place-building	convenience store	convenience store,store,shop,retail,24/7,quick	
🏫	Travel & Places	place-building	school	school,education,student,learn,building	
🏬	Travel & Places	place-building	department store	department store,store,shopping,retail,mall,goods	
🏭	Travel & Places	place-building	factory	factory,industry,smoke,building,production,manufacturing	
🏯	Travel & Places	place-building	Japanese castle	japanese castle,castle,japan,fortress,history	
🏰	Travel & Places	place-building	castle	castle,fortress,medieval,royal,king,queen	
💒	Travel & Places	place-building	wedding	wedding,church,marriage,bride,groom,ceremony	
🗼	Travel & Places	place-building	Tokyo tower	tokyo tower,tokyo,japan,landmark,tower,city	
🗽	Travel & Places	place-building	Statue of Liberty	statue of liberty,statue,new york,landmark,freedom,america	
⛪	Travel & Places	place-religious	church	church,religion,christian,building,worship,cross	
🕌	Travel & Places	place-religious	mosque	mosque,religion,islam,muslim,building,worship	
🛕	Travel & Places	place-religious	hindu temple	hindu temple,temple,hinduism,religion,building,worship	
🕍	Travel & Places	place-religious	synagogue	synagogue,religion,jewish,judaism,building,worship	
⛩️	Travel & Places	place-religious	shinto shrine	shinto shrine,shinto,japan,religion,torii,worship	
🕋	Travel & Places	place-religious	kaaba	kaaba,islam,mecca,mosque,cube,muslim	
⛲	Travel & Places	place-other	fountain	fountain,water,park,sculpture,ornament	
⛺	Travel & Places	place-other	tent	tent,camping,shelter,outdoors,camp	
🌁	Travel & Places	place-other	foggy	foggy,fog,mist,haze,weather,obscure	
🌃	Travel & Places	place-other	night with stars	night with stars,night,stars,sky,city,dark	
🏙️	Travel & Places	place-other	cityscape	cityscape,city,buildings,skyline,urban,view	
🌄	Travel & Places	place-other	sunrise over mountains	sunrise over mountains,sunrise,mountains,dawn,morning,nature	
🌅	Travel & Places	place-other	sunrise	sunrise,sun,dawn,morning,sky,light	
🌆	Travel & Places	place-other	cityscape at dusk	cityscape at dusk,city,dusk,twilight,evening,buildings	
🌇	Travel & Places	place-other	sunset	sunset,sun,evening,dusk,sky,horizon	
🌉	Travel & Places	place-other	bridge at night	bridge at night,bridge,night,city,lights,dark	
♨️	Travel & Places	place-other	hot springs	hot springs,onsen,spa,bath,relax,steam	
🎠	Travel & Places	place-other	carousel horse	carousel horse,carousel,amusement park,ride,horse,fun	
🛝	Travel & Places	place-other	playground slide	playground slide,slide,playground,park,fun,kids	
🎡	Travel & Places	place-other	ferris wheel	ferris wheel,amusement park,ride,wheel,view,attraction	
🎢	Travel & Places	place-other	roller coaster	roller coaster,amusement park,ride,thrill,fast,loop	
💈	Travel & Places	place-other	barber pole	barber pole,barber,haircut,shop,stripes,salon	
🎪	Travel & Places	place-other	circus tent	circus tent,circus,tent,show,performance,carnival	
🚂	Travel & Places	transport-ground	locomotive	locomotive,train,engine,railway,steam,transport	
🚃	Travel & Places	transport-ground	railway car	railway car,train,carriage,wagon,transport	
🚄	Travel & Places	transport-ground	high-speed train	high-speed train,train,bullet train,fast,transport	
🚅	Travel & Places	transport-ground	bullet train	bullet train,shinkansen,japan,train,fast,high-speed	
🚆	Travel & Places	transport-ground	train	train,railway,locomotive,transport,commute	
🚇	Travel & Places	transport-ground	metro	metro,subway,underground,train,transport,city	
🚈	Travel & Places	transport-ground	light rail	light rail,tram,train,transport,city,urban	
🚉	Travel & Places	transport-ground	station	station,train,bus,metro,platform,terminal	
🚊	Travel & Places	transport-ground	tram	tram,streetcar,trolley,transport,city,rail	
🚝	Travel & Places	transport-ground	monorail	monorail,train,single rail,transport,futuristic	
🚞	Travel & Places	transport-ground	mountain railway	mountain railway,train,mountain,rail,climb,scenic	
🚋	Travel & Places	transport-ground	tram car	tram car,tram,streetcar,trolley,transport,city	
🚌	Travel & Places	transport-ground	bus	bus,transport,vehicle,public transport,road	
🚍	Travel & Places	transport-ground	oncoming bus	oncoming bus,bus,transport,vehicle,road,coming	
🚎	Travel & Places	transport-ground	trolleybus	trolleybus,bus,electric,transport,overhead lines	
🚐	Travel & Places	transport-ground	minibus	minibus,van,transport,small bus,group	
🚑	Travel & Places	transport-ground	ambulance	ambulance,emergency,medical,rescue,hospital,siren	
🚒	Travel & Places	transport-ground	fire engine	fire engine,fire truck,firefighter,emergency,rescue,siren	
🚓	Travel & Places	transport-ground	police car	police car,police,cop,law enforcement,siren,vehicle	
🚔	Travel & Places	transport-ground	oncoming police car	oncoming police car,police,cop,law enforcement,siren,vehicle,coming	
🚕	Travel & Places	transport-ground	taxi	taxi,cab,car,transport,fare,yellow	
🚖	Travel & Places	transport-ground	oncoming taxi	oncoming taxi,taxi,cab,car,transport,coming	
🚗	Travel & Places	transport-ground	automobile	automobile,car,vehicle,drive,transport,auto	
🚘	Travel & Places	transport-ground	oncoming automobile	oncoming automobile,car,vehicle,drive,transport,coming	
🚙	Travel & Places	transport-ground	sport utility vehicle	sport utility vehicle,suv,car,vehicle,off-road,truck	
🛻	Travel & Places	transport-ground	pickup truck	pickup truck,truck,vehicle,utility,cargo,lorry	
🚚	Travel & Places	transport-ground	delivery truck	delivery truck,truck,delivery,van,cargo,transport	
🚛	Travel & Places	transport-ground	articulated lorry	articulated lorry,lorry,truck,trailer,semi-truck,transport	
🚜	Travel & Places	transport-ground	tractor	tractor,farm,agriculture,vehicle,machine,rural	
🏎️	Travel & Places	transport-ground	racing car	racing car,race car,sport,speed,fast,formula 1	
🏍️	Travel & Places	transport-ground	motorcycle	motorcycle,bike,motorbike,ride,helmet,vehicle	
🛵	Travel & Places	transport-ground	motor scooter	motor scooter,scooter,moped,bike,urban,transport	
🦽	Travel & Places	transport-ground	manual wheelchair	manual wheelchair,wheelchair,disabled,mobility,accessible	
🦼	Travel & Places	transport-ground	motorized wheelchair	motorized wheelchair,wheelchair,electric,disabled,mobility	
🛺	Travel & Places	transport-ground	auto rickshaw	auto rickshaw,tuk-tuk,rickshaw,asia,taxi,three-wheeled	
🚲	Travel & Places	transport-ground	bicycle	bicycle,bike,cycle,ride,pedal,sport	
🛴	Travel & Places	transport-ground	kick scooter	kick scooter,scooter,kick,ride,toy,transport	
🛹	Travel & Places	transport-ground	skateboard	skateboard,skate,board,sport,trick,street	
🛼	Travel & Places	transport-ground	roller skate	roller skate,skate,rollerskating,wheels,sport	
🚏	Travel & Places	transport-ground	bus stop	bus stop,bus,stop,transport,waiting	
🛣️	Travel & Places	transport-ground	motorway	motorway,highway,road,freeway,fast,travel	
🛤️	Travel & Places	transport-ground	railway track	railway track,train,rail,track,railroad	
🛢️	Travel & Places	transport-ground	oil drum	oil drum,barrel,oil,fuel,container,industry	
⛽	Travel & Places	transport-ground	fuel pump	fuel pump,gas station,petrol,fuel,gas,pump	
🛞	Travel & Places	transport-ground	wheel	wheel,tire,car,vehicle,round,spin	
🚨	Travel & Places	transport-ground	police car light	police car light,siren,emergency,police,flashing,beacon	
🚥	Travel & Places	transport-ground	horizontal traffic light	horizontal traffic light,traffic light,signal,road,stop,go	
🚦	Travel & Places	transport-ground	vertical traffic light	vertical traffic light,traffic light,signal,road,stop,go	
🛑	Travel & Places	transport-ground	stop sign	stop sign,stop,sign,road,traffic,octagon	
🚧	Travel & Places	transport-ground	construction	construction,roadwork,barrier,caution,work in progress	
⚓	Travel & Places	transport-water	anchor	anchor,ship,boat,nautical,sea,dock	
🛟	Travel & Places	transport-water	ring buoy	ring buoy,lifebuoy,lifesaver,rescue,water,safety	
⛵	Travel & Places	transport-water	sailboat	sailboat,boat,sail,ocean,sea,wind	
🛶	Travel & Places	transport-water	canoe	canoe,boat,paddle,river,water,sport	
🚤	Travel & Places	transport-water	speedboat	speedboat,boat,fast,water,race,motor	
🛳️	Travel & Places	transport-water	passenger ship	passenger ship,cruise ship,ship,boat,travel,ocean	
⛴️	Travel & Places	transport-water	ferry	ferry,boat,ship,transport,water,across	
🛥️	Travel & Places	transport-water	motor boat	motor boat,boat,engine,water,recreational	
🚢	Travel & Places	transport-water	ship	ship,boat,vessel,ocean,sea,large	
✈️	Travel & Places	transport-air	airplane	airplane,plane,aircraft,fly,travel,airport	
🛩️	Travel & Places	transport-air	small airplane	small airplane,plane,aircraft,propeller,fly,travel	
🛫	Travel & Places	transport-air	airplane departure	airplane departure,airplane,plane,takeoff,airport,depart	
🛬	Travel & Places	transport-air	airplane arrival	airplane arrival,airplane,plane,landing,airport,arrive	
🪂	Travel & Places	transport-air	parachute	parachute,skydiving,jump,fall,safety,deploy	
💺	Travel & Places	transport-air	seat	seat,chair,airplane,bus,car,sit	
🚁	Travel & Places	transport-air	helicopter	helicopter,chopper,aircraft,fly,rotor,rescue	
🚟	Travel & Places	transport-air	suspension railway	suspension railway,railway,train,suspended,transport	
🚠	Travel & Places	transport-air	mountain cableway	mountain cableway,cable car,gondola,ski lift,mountain,transport	
🚡	Travel & Places	transport-air	aerial tramway	aerial tramway,cable car,gondola,mountain,transport,ski lift	
🛰️	Travel & Places	transport-air	satellite	satellite,space,orbit,communication,dish,technology	
🚀	Travel & Places	transport-air	rocket	rocket,space,launch,spaceship,blast off,explore	
🛸	Travel & Places	transport-air	flying saucer	flying saucer,ufo,alien,spaceship,extraterrestrial	
🛎️	Travel & Places	hotel	bellhop bell	bellhop bell,bell,service,hotel,front desk,ding	
🧳	Travel & Places	hotel	luggage	luggage,suitcase,bag,travel,trip,packing	
⌛	Travel & Places	time	hourglass done	hourglass done,time,finished,end,completed,sand	
⏳	Travel & Places	time	hourglass not done	hourglass not done,time,waiting,pending,in progress,sand	
⌚	Travel & Places	time	watch	watch,time,wrist,clock,accessory,fashion	
⏰	Travel & Places	time	alarm clock	alarm clock,clock,time,wake up,morning,ring	
⏱️	Travel & Places	time	stopwatch	stopwatch,timer,sport,race,time,measure	
⏲️	Travel & Places	time	timer clock	timer clock,timer,countdown,kitchen,clock	
🕰️	Travel & Places	time	mantelpiece clock	mantelpiece clock,clock,antique,fireplace,ornament	
🕛	Travel & Places	time	twelve o’clock	twelve o’clock,12:00,noon,midnight,time	
🕧	Travel & Places	time	twelve-thirty	twelve-thirty,12:30,half past twelve,time	
🕐	Travel & Places	time	one o’clock	one o’clock,1:00,time	
🕜	Travel & Places	time	one-thirty	one-thirty,1:30,half past one,time	
🕑	Travel & Places	time	two o’clock	two o’clock,2:00,time	
🕝	Travel & Places	time	two-thirty	two-thirty,2:30,half past two,time	
🕒	Travel & Places	time	three o’clock	three o’clock,3:00,time	
🕞	Travel & Places	time	three-thirty	three-thirty,3:30,half past three,time	
🕓	Travel & Places	time	four o’clock	four o’clock,4:00,time	
🕟	Travel & Places	time	four-thirty	four-thirty,4:30,half past four,time	
🕔	Travel & Places	time	five o’clock	five o’clock,5:00,time	
🕠	Travel & Places	time	five-thirty	five-thirty,5:30,half past five,time	
🕕	Travel & Places	time	six o’clock	six o’clock,6:00,time	
🕡	Travel & Places	time	six-thirty	six-thirty,6:30,half past six,time	
🕖	Travel & Places	time	seven o’clock	seven o’clock,7:00,time	
🕢	Travel & Places	time	seven-thirty	seven-thirty,7:30,half past seven,time	
🕗	Travel & Places	time	eight o’clock	eight o’clock,8:00,time	
🕣	Travel & Places	time	eight-thirty	eight-thirty,8:30,half past eight,time	
🕘	Travel & Places	time	nine o’clock	nine o’clock,9:00,time	
🕤	Travel & Places	time	nine-thirty	nine-thirty,9:30,half past nine,time	
🕙	Travel & Places	time	ten o’clock	ten o’clock,10:00,time	
🕥	Travel & Places	time	ten-thirty	ten-thirty,10:30,half past ten,time	
🕚	Travel & Places	time	eleven o’clock	eleven o’clock,11:00,time	
🕦	Travel & Places	time	eleven-thirty	eleven-thirty,11:30,half past eleven,time	
🌑	Travel & Places	sky & weather	new moon	new moon,moon,dark,night,sky,phase	
🌒	Travel & Places	sky & weather	waxing crescent moon	waxing crescent moon,moon,phase,growing,night	
🌓	Travel & Places	sky & weather	first quarter moon	first quarter moon,moon,phase,half moon,night	
🌔	Travel & Places	sky & weather	waxing gibbous moon	waxing gibbous moon,moon,phase,almost full,night	
🌕	Travel & Places	sky & weather	full moon	full moon,moon,bright,night,full,lunar	
🌖	Travel & Places	sky & weather	waning gibbous moon	waning gibbous moon,moon,phase,shrinking,night	
🌗	Travel & Places	sky & weather	last quarter moon	last quarter moon,moon,phase,half moon,night	
🌘	Travel & Places	sky & weather	waning crescent moon	waning crescent moon,moon,phase,shrinking,night	
🌙	Travel & Places	sky & weather	crescent moon	crescent moon,moon,night,sky,islam,sleep	
🌚	Travel & Places	sky & weather	new moon face	new moon face,moon,face,dark,night,cute	
🌛	Travel & Places	sky & weather	first quarter moon face	first quarter moon face,moon,face,half moon,night,cute	
🌜	Travel & Places	sky & weather	last quarter moon face	last quarter moon face,moon,face,half moon,night,cute	
🌡️	Travel & Places	sky & weather	thermometer	thermometer,temperature,fever,hot,cold,measure	
☀️	Travel & Places	sky & weather	sun	sun,light,day,sky,bright,hot,shine	
🌝	Travel & Places	sky & weather	full moon face	full moon face,moon,face,full,night,cute	
🌞	Travel & Places	sky & weather	sun with face	sun with face,sun,face,happy,bright,day	
🪐	Travel & Places	sky & weather	ringed planet	ringed planet,saturn,planet,space,solar system,rings	
⭐	Travel & Places	sky & weather	star	star,shine,night,sky,space,bright	
🌟	Travel & Places	sky & weather	glowing star	glowing star,star,shine,sparkle,magic,bright	
🌠	Travel & Places	sky & weather	shooting star	shooting star,star,meteor,wish,night,sky	
🌌	Travel & Places	sky & weather	milky way	milky way,galaxy,space,stars,universe,night sky	
☁️	Travel & Places	sky & weather	cloud	cloud,sky,weather,white,fluffy,air	
⛅	Travel & Places	sky & weather	sun behind cloud	sun behind cloud,sun,cloud,partly cloudy,weather,sky	
⛈️	Travel & Places	sky & weather	cloud with lightning and rain	cloud with lightning and rain,storm,thunderstorm,rain,lightning,weather	
🌤️	Travel & Places	sky & weather	sun behind small cloud	sun behind small cloud,sun,cloud,partly sunny,weather	
🌥️	Travel & Places	sky & weather	sun behind large cloud	sun behind large cloud,sun,cloud,partly cloudy,weather	
🌦️	Travel & Places	sky & weather	sun behind rain cloud	sun behind rain cloud,sun,rain,cloud,showers,weather	
🌧️	Travel & Places	sky & weather	cloud with rain	cloud with rain,rain,cloud,weather,storm,wet	
🌨️	Travel & Places	sky & weather	cloud with snow	cloud with snow,snow,cloud,winter,weather,cold	
🌩️	Travel & Places	sky & weather	cloud with lightning	cloud with lightning,lightning,cloud,thunder,storm,weather	
🌪️	Travel & Places	sky & weather	tornado	tornado,twister,storm,wind,cyclone,weather,danger	
🌫️	Travel & Places	sky & weather	fog	fog,mist,haze,weather,cloud,obscure	
🌬️	Travel & Places	sky & weather	wind face	wind face,wind,blow,weather,air,breeze	
🌀	Travel & Places	sky & weather	cyclone	cyclone,hurricane,typhoon,storm,wind,swirl	
🌈	Travel & Places	sky & weather	rainbow	rainbow,color,arc,sky,rain,magic,pride	
🌂	Travel & Places	sky & weather	closed umbrella	closed umbrella,umbrella,rain,protection,closed	
☂️	Travel & Places	sky & weather	umbrella	umbrella,rain,protection,open,weather	
☔	Travel & Places	sky & weather	umbrella with rain drops	umbrella with rain drops,umbrella,rain,weather,drops,wet	
⛱️	Travel & Places	sky & weather	umbrella on ground	umbrella on ground,beach,sun,shade,relax,summer	
⚡	Travel & Places	sky & weather	high voltage	high voltage,electricity,lightning,power,danger,zap	
❄️	Travel & Places	sky & weather	snowflake	snowflake,snow,ice,winter,cold,flake	
☃️	Travel & Places	sky & weather	snowman	snowman,snow,winter,cold,hat,scarf	
⛄	Travel & Places	sky & weather	snowman without snow	snowman without snow,snowman,snow,winter,cold,melt	
☄️	Travel & Places	sky & weather	comet	comet,space,stars,tail,celestial,asteroid	
🔥	Travel & Places	sky & weather	fire	fire,flame,hot,burn,heat,light	
💧	Travel & Places	sky & weather	droplet	droplet,water,drop,tear,rain,liquid	
🌊	Travel & Places	sky & weather	water wave	water wave,wave,ocean,sea,surf,beach	
🎃	Activities	event	jack-o-lantern	jack-o-lantern,halloween,pumpkin,carved,spooky	
🎄	Activities	event	Christmas tree	christmas tree,christmas,tree,holiday,lights,decorations	
🎆	Activities	event	fireworks	fireworks,celebration,night,sky,explosion,festival	
🎇	Activities	event	sparkler	sparkler,fireworks,light,celebration,sparkle,pyrotechnic	
🧨	Activities	event	firecracker	firecracker,fireworks,explosion,loud,celebration,danger	
✨	Activities	event	sparkles	sparkles,glitter,shine,magic,star,light	
🎈	Activities	event	balloon	balloon,party,celebration,float,air,colorful	
🎉	Activities	event	party popper	party popper,party,celebration,confetti,noise,fun	
🎊	Activities	event	confetti ball	confetti ball,confetti,celebration,party,colorful,burst	
🎋	Activities	event	tanabata tree	tanabata tree,japanese,festival,star,wish,bamboo	
🎍	Activities	event	pine decoration	pine decoration,japanese,new year,kadomatsu,bamboo,lucky	
🎎	Activities	event	Japanese dolls	japanese dolls,hinaまつり,hina matsuri,girls' day,traditional	
🎏	Activities	event	carp streamer	carp streamer,koinobori,japanese,children's day,fish,flag	
🎐	Activities	event	wind chime	wind chime,chime,bell,sound,breeze,decorate	
🎑	Activities	event	moon viewing ceremony	moon viewing ceremony,tsukimi,japanese,autumn,moon,harvest	
🧧	Activities	event	red envelope	red envelope,hongbao,chinese,lucky money,gift,new year	
🎀	Activities	event	ribbon	ribbon,bow,decoration,gift,tie,present	
🎁	Activities	event	wrapped gift	wrapped gift,gift,present,birthday,christmas,holiday	
🎗️	Activities	event	reminder ribbon	reminder ribbon,awareness,cause,support,charity,symbol	
🎟️	Activities	event	admission tickets	admission tickets,tickets,entry,event,show,pass	
🎫	Activities	event	ticket	ticket,admission,pass,event,show,coupon	
🎖️	Activities	award-medal	military medal	military medal,medal,award,honor,military,brave	
🏆	Activities	award-medal	trophy	trophy,award,prize,win,sport,success	
🏅	Activities	award-medal	sports medal	sports medal,medal,award,sport,olympics,win	
🥇	Activities	award-medal	1st place medal	1st place medal,gold medal,first place,winner,award,sport	
🥈	Activities	award-medal	2nd place medal	2nd place medal,silver medal,second place,award,sport	
🥉	Activities	award-medal	3rd place medal	3rd place medal,bronze medal,third place,award,sport	
⚽	Activities	sport	soccer ball	soccer ball,football,sport,kick,game,ball	
⚾	Activities	sport	baseball	baseball,sport,ball,bat,game,pitch	
🥎	Activities	sport	softball	softball,sport,ball,pitch,game	
🏀	Activities	sport	basketball	basketball,sport,ball,hoop,dribble,game	
🏐	Activities	sport	volleyball	volleyball,sport,ball,net,game,spike	
🏈	Activities	sport	american football	american football,football,sport,ball,touchdown,game	
🏉	Activities	sport	rugby football	rugby football,rugby,sport,ball,scrum,game	
🎾	Activities	sport	tennis	tennis,sport,ball,racket,court,game	
🥏	Activities	sport	flying disc	flying disc,frisbee,toy,sport,throw,catch	
🎳	Activities	sport	bowling	bowling,sport,pins,ball,strike,alley	
🏏	Activities	sport	cricket game	cricket game,cricket,sport,bat,ball,wicket	
🏑	Activities	sport	field hockey	field hockey,hockey,sport,stick,ball,field	
🏒	Activities	sport	ice hockey	ice hockey,hockey,sport,ice,puck,skate	
🥍	Activities	sport	lacrosse	lacrosse,sport,stick,ball,net,game	
🏓	Activities	sport	ping pong	ping pong,table tennis,sport,paddle,ball,game	
🏸	Activities	sport	badminton	badminton,sport,racket,shuttlecock,net,game	
🥊	Activities	sport	boxing glove	boxing glove,boxing,sport,fight,punch,glove	
🥋	Activities	sport	martial arts uniform	martial arts uniform,judo,karate,taekwondo,gi,uniform	
🥅	Activities	sport	goal net	goal net,goal,net,soccer,hockey,sport	
⛳	Activities	sport	flag in hole	flag in hole,golf,sport,hole,flag,green	
⛸️	Activities	sport	ice skate	ice skate,skate,ice,winter,sport,blade	
🎣	Activities	sport	fishing pole	fishing pole,fishing,rod,hook,fish,bait	
🤿	Activities	sport	diving mask	diving mask,mask,dive,scuba,snorkel,water	
🎽	Activities	sport	running shirt	running shirt,running,sport,exercise,athletic,shirt	
🎿	Activities	sport	skis	skis,skiing,snow,winter,sport,slopes	
🛷	Activities	sport	sled	sled,sleigh,snow,winter,ride,toy	
🥌	Activities	sport	curling stone	curling stone,curling,sport,ice,stone,sweep	
🎯	Activities	game	bullseye	bullseye,target,archery,darts,accuracy,aim	
🪀	Activities	game	yo-yo	yo-yo,toy,string,play,spin	
🪁	Activities	game	kite	kite,fly,wind,toy,sky,string	
🔫	Activities	game	water pistol	water pistol,squirt gun,toy,water,play,fun	
